brand,brand_slug,model,model_slug,default_category,default_engine_cc,fuel_type,model_status,market_origins,status
Honda,honda,XR250 Baja,xr250-baja,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR400,xr400,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR600,xr600,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,XR650,xr650,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Honda,honda,Zoomer / Ruckus,zoomer-ruckus,Scooters,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Husqvarna,husqvarna,701 Enduro,701-enduro,Trail Bikes,701,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,701 Supermoto,701-supermoto,Trail Bikes,701,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Norden 901,norden-901,Trail Bikes,901,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Svartpilen 125,svartpilen-125,Classic Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Svartpilen 200,svartpilen-200,Classic Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Svartpilen 250,svartpilen-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Svartpilen 401,svartpilen-401,Classic Bikes,401,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Vitpilen 125,vitpilen-125,Classic Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Vitpilen 250,vitpilen-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Husqvarna,husqvarna,Vitpilen 401,vitpilen-401,Classic Bikes,401,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GT125,gt125,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GT250,gt250,Street Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GT250R,gt250r,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GT650,gt650,Street Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GT650R,gt650r,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GV250 Aquila,gv250-aquila,Street Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Hyosung,hyosung,GV650 Aquila,gv650-aquila,Street Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,Chief,chief,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,Chief Bobber,chief-bobber,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,Chieftain,chieftain,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,FTR,ftr,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,Roadmaster,roadmaster,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,Scout,scout,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Indian Motorcycle,indian-motorcycle,Scout Bobber,scout-bobber,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Jawa,jawa,Jawa,jawa,Classic Bikes,300,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Jawa,jawa,Jawa 350,jawa-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Jawa,jawa,Jawa 42,jawa-42,Classic Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Jawa,jawa,Jawa 42 Bobber,jawa-42-bobber,Classic Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Jawa,jawa,Jawa 42 FJ,jawa-42-fj,Classic Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Jawa,jawa,Jawa Perak,jawa-perak,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
KAMAX,kamax,ADV250,adv250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,AG200,ag200,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub CT125,cub-ct125,Commuter,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub EV,cub-ev,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub Pro 125,cub-pro-125,Street Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub Pro 50,cub-pro-50,Street Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub Pro K110,cub-pro-k110,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub S 150,cub-s-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Cub X 150,cub-x-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,E-Trekker,e-trekker,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Glock 2016,glock-2016,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,K16,k16,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,K20,k20,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,K23,k23,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,K23 MT300,k23-mt300,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,K65,k65,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,K85,k85,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,M1,m1,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Millionaire,millionaire,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,PISTOL 2013,pistol-2013,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,RIFLE 2019,rifle-2019,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Roroship,roroship,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,T-WAY,t-way,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,T1,t1,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,XP125,xp125,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KAMAX,kamax,Z1,z1,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Kawasaki,kawasaki,Balius 250,balius-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,D-Tracker 125,d-tracker-125,Trail Bikes,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,D-Tracker 150,d-tracker-150,Trail Bikes,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,D-Tracker 250,d-tracker-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,D-Tracker X,d-tracker-x,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Eliminator 250,eliminator-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Eliminator 400,eliminator-400,Classic Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Eliminator 450,eliminator-450,Classic Bikes,450,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ER-5,er-5,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ER-6F,er-6f,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ER-6N,er-6n,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Estrella 250,estrella-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KDX125,kdx125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KDX200,kdx200,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KDX220,kdx220,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KDX250,kdx250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLE250,kle250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLE400,kle400,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLE500,kle500,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX110,klx110,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX125,klx125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX140,klx140,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX150,klx150,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX230,klx230,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX230 S,klx230-s,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX250,klx250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX300,klx300,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KLX450R,klx450r,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KX125,kx125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KX250,kx250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KX250F,kx250f,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KX450,kx450,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KX65,kx65,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,KX85,kx85,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 1000,ninja-1000,High Capacity Bikes,1000,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 1000SX,ninja-1000sx,High Capacity Bikes,100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 125,ninja-125,High Capacity Bikes,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 250,ninja-250,High Capacity Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 250R,ninja-250r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 250SL,ninja-250sl,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 300,ninja-300,High Capacity Bikes,300,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 400,ninja-400,High Capacity Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 500,ninja-500,High Capacity Bikes,500,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja 650,ninja-650,High Capacity Bikes,650,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja H2,ninja-h2,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Ninja H2 SX,ninja-h2-sx,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Versys 1000,versys-1000,Trail Bikes,1000,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Versys 1100,versys-1100,Trail Bikes,1100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Versys 650,versys-650,Trail Bikes,650,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Versys-X 250,versys-x-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Versys-X 300,versys-x-300,Trail Bikes,300,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Vulcan 900,vulcan-900,Classic Bikes,900,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Vulcan S,vulcan-s,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,W175,w175,Classic Bikes,75,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,W250,w250,Classic Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,W400,w400,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,W650,w650,Classic Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,W800,w800,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z1000,z1000,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z1100,z1100,Street Bikes,100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z125,z125,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z250,z250,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z300,z300,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z400,z400,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z500,z500,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z650,z650,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z650RS,z650rs,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z750,z750,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z800,z800,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z900,z900,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Z900RS,z900rs,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Zephyr 400,zephyr-400,Classic Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,Zephyr 750,zephyr-750,Classic Bikes,750,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZRX1100,zrx1100,Trail Bikes,100,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZRX1200,zrx1200,Trail Bikes,200,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZRX400,zrx400,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZX-10R,zx-10r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZX-10RR,zx-10rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZX-14R,zx-14r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZX-4R,zx-4r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZX-4RR,zx-4rr,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Kawasaki,kawasaki,ZX-6R,zx-6r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Keeway,keeway,Hypevolt-R,hypevolt-r,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,K-Light 250V,k-light-250v,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,K300 N,k300-n,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,K300 R,k300-r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,Sixties 300i,sixties-300i,Scooters,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,SR125,sr125,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,SR250,sr250,Classic Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,V302C,v302c,Classic Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Keeway,keeway,Vieste 300,vieste-300,Scooters,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,390 Enduro R,390-enduro-r,Trail Bikes,390,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,390 SMC R,390-smc-r,Trail Bikes,390,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,450 EXC,450-exc,Trail Bikes,450,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,450 SMR,450-smr,Street Bikes,450,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,500 EXC,500-exc,Trail Bikes,500,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,690 Enduro R,690-enduro-r,Trail Bikes,690,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,690 SMC R,690-smc-r,Trail Bikes,690,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Adventure 1050,adventure-1050,Trail Bikes,1050,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Adventure 1190,adventure-1190,Trail Bikes,1190,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Adventure 250,adventure-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Adventure 390,adventure-390,Trail Bikes,390,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Adventure 790,adventure-790,Trail Bikes,790,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Adventure 890,adventure-890,Trail Bikes,890,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 125,duke-125,Street Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 200,duke-200,Street Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 250,duke-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 390,duke-390,Street Bikes,390,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 690,duke-690,Street Bikes,690,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 790,duke-790,Street Bikes,790,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 890,duke-890,Street Bikes,890,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Duke 990,duke-990,Street Bikes,990,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,RC 125,rc-125,High Capacity Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,RC 200,rc-200,High Capacity Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,RC 250,rc-250,High Capacity Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,RC 390,rc-390,High Capacity Bikes,390,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Super Adventure 1290,super-adventure-1290,Trail Bikes,1290,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Super Duke 1290,super-duke-1290,High Capacity Bikes,1290,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
KTM,ktm,Super Duke 1390,super-duke-1390,High Capacity Bikes,1390,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Kymco,kymco,Agility 125,agility-125,Scooters,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Kymco,kymco,AK 550,ak-550,Scooters,550,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Kymco,kymco,Downtown 350,downtown-350,Scooters,350,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
